,text,V,A,D
3278,"i danced with rachel for a while , but then something by the bar seemed to be pulling her eyes .",2.9,3.2,2.9
3279,i tried to slip along the edge of the crowd .,2.88,2.75,2.88
3280,"things with scales and claws kept flailing against me , pressing me into the wall , but i took a breath and kept moving .",2.5,3.7,3.1
3281,my nose filled with a reek of thick sweat .,2.38,2.87,2.87
3282,"the music began to build , and a strobe came on .",3.25,3.25,3.38
3283,"somewhere toward the center of the dance floor , i heard a howl that sent bitter winds under my clothing for a second , i was back with my family in russia , hiding from the cold .",2.6,3.5,2.4
3284,then i felt a tug on the back of my shirt and noticed that amy was following me .,3.17,2.83,3.33
3285,i gathered her under my arm .,3.1,2.8,3.4
3286,"dvorov was somewhere behind me , too , negotiating delicately through his patrons .",3.1,2.8,2.9
3287,it slumped to the floor and i realized that it was a werewolf .,2.63,3.5,2.88
3288,its haunches twitched in time to the music .,3.2,3.1,3.0
3289,"as it started to rise , a man with thick , scaled skin stretched across rippling muscles leapt on him .",2.88,3.38,3.38
3290,she told me that she was heading for a drink and slipped out of the crowd .,3.0,2.88,2.88
3291,i thought that my odds were better on the dance floor .,3.2,3.1,3.1
3292,"holding amy in my arms as we ducked between the crush of dancers , i started to wonder if the chances of finding this vampire were even good enough to merit this .",3.0,3.3,2.8
3293,"a cold thing with countless , writhing tentacles fell against me , thrashing as if in the throes of a drug overdose , tripping me and clutching at my limbs .",2.73,3.0,2.91
3294,"a woman who could have been an elf twitched and jerked beside me , fingers trembling at the torn edges of her clothing .",3.0,3.25,3.0
3295,"the creature blocking my vision moved back , but i had seen all that i needed to see .",3.12,3.12,3.25
3296,"a bleeding , eyeless thing shuddered and beat its arms against me , but i ducked around it and toward the bar .",2.7,3.3,3.1
3297,"when she hadnt come back halfway through the next song , i glanced over at the bar .",3.0,3.0,2.87
3298,"i slipped past the waving monstrosity that had blocked my view before , a mountain of wet , veined flesh , and had almost passed through the crowd when a clawed hand grabbed my arm .",2.3,3.5,2.6
3299,he pulled my ear down to his mouth .,2.8,3.5,2.7
3300,"you seen enough , man ?",2.7,3.3,3.3
3301,he shouted .,2.4,3.8,3.2
3302,"yes ,",3.5,3.3,3.2
3303,"yes , i called back , i saw him !",3.4,3.9,3.2
3304,i saw him !,3.0,3.5,3.25
3305,hes sitting right there at the bar !,3.0,3.43,3.29
3306,"dvorov tried to peek through the crowd , but it had shifted again and we couldnt see a thing .",2.6,2.9,2.6
3307,"i dont think hes there ,",2.8,2.9,2.9
3308,"no , i saw him !",2.7,4.2,3.5
3309,"i have to hurry , too !",2.62,4.0,3.38
3310,who knows how long hell stick around ?,3.0,3.25,3.0
3311,"listen , man , hes not there !",2.7,4.0,3.5
3312,"im telling you , its not even worth checking the bar !",2.3,3.6,3.2
3313,"dont do this , kid !",2.36,4.09,3.37
3314,"it was just a little set-up where someone had stacked a few crates and brought something alcoholic to share , mostly beer .",3.1,2.9,3.0
3315,its a dumb idea .,2.38,3.0,3.25
3316,"even if you did find this vampire cat , hed tear you apart !",2.7,3.7,3.2
3317,"suddenly , amy screamed .",2.0,3.71,2.43
3318,i whirled around and threw up my arm just in time to knock dvorov away .,2.71,3.71,3.29
3319,"his eyes were glowing red , and he had bared a set of fangs that could probably take my hand off .",2.5,3.4,2.8
3320,the dancers near us tried to clear some space .,2.9,2.8,3.0
3321,"he shot back up , hardly touching the ground , and i kicked him back .",2.75,3.5,3.0
3322,"he jumped at my arm while i was still off-balance , and i felt the surge of adrenaline that comes right when your body realizes that its too late to save itself .",2.9,3.2,3.2
3323,nepthys stood over him with a blue sword in his hand .,2.8,3.4,2.9
3324,"he wasnt the only one with a secret or two ,",3.1,3.1,3.1
3325,"he wasnt the only one with a secret or two , he said by way of explanation .",2.8,2.9,2.9
3326,"you spotted our boy , didnt you ?",3.2,3.5,3.1
3327,"i bet his hide-out is nearby , too .",3.0,3.0,3.2
3328,lets hurry .,3.1,3.4,3.3
3329,"rachel was standing with a plastic cup , looking like she was having a conversation , but i couldnt see anyone else there .",2.9,3.0,2.8
3330,he wiped off the sword and sheathed it in a scabbard now belted to his hip .,3.0,2.88,3.0
3331,the crowd parted for us .,3.2,2.9,3.2
3332,the vampire glanced up when he saw the crowd split and his eyes flashed when he noticed us .,2.8,3.6,2.6
3333,"in a blink of the strobe light , he was on his feet and dashing from the room .",3.2,3.3,3.1
3334,come on !,2.75,3.5,3.38
3335,shouted nepthys .,3.2,3.2,3.4
3336,"we chased after him , amy keeping up valiantly behind us .",2.8,3.4,3.1
3337,"he bashed up a set of stairs set into the side of the wall , and we chased up after him , heading up a huge staircase that seemed to go up for more stories than the building could have held .",2.62,3.75,3.12
3338,"luckily , the vampire turned off after three stories .",3.1,3.2,3.2
3339,"he ran down a hallway and slipped behind one of the doors , but nepthys was close behind him and left it open for me .",3.0,2.8,3.0
3340,i called out to amy to shut the door in case the vampire had any friends who might be trying to follow us .,2.75,3.37,3.25
3341,inside was a dark room that looked like a storage space for dj equipment .,3.0,2.88,3.0
3342,"nepthys urged me on from the back of the room , then made a turn out of sight .",3.1,3.4,2.8
3343,"when i came to the door at the end of the room , it looked like it had been torn off its hinges .",2.6,3.5,2.7
3344,"i didnt imagine that nepthys had done it , and it wasnt without alarm that i ran after him .",2.44,3.44,3.33
3345,"the vault rose into obscurity above me , and a massive rose window stood ahead of me .",3.0,3.2,3.1
3346,"the panes looked dyed black , and only a few cold beams slipped through the filter .",2.82,2.73,3.0
3347,"when i asked her if she 'd ever seen them before i was old enough to stop believing , i mean she would always look sad and tell me , `` no , not since the family came to america has anything happened to us .",2.71,2.71,3.0
3348,"on the steps in front of the altar , i saw pale forms and realized that they were rachel and two other women .",2.9,3.3,2.9
3349,"he stood in front of a blue light , so i couldnt see him clearly , but what i saw was memorable .",3.2,3.4,3.1
3350,"then i heard nepthys shout , nathan !",2.9,3.7,3.4
3351,nathan !,3.27,4.0,3.18
3352,behind you !,2.8,4.1,3.4
3353,"i whirled and dropped in time to see the vampire shoot over my head , leaping like a panther .",2.8,3.3,3.0
3354,"there was nepthys , on the other side of the pews , holding the wooden box in his hand .",3.22,2.78,3.11
3355,"he tossed it to me , and i just barely had it open before i saw the vampire again , turning to face me .",2.8,3.4,2.9
3356,i pulled out the hammer and one of the stakes .,3.22,3.22,3.33
3357,"he leapt over the pews , soaring like a grasshopper , and drew a gleaming knife in midair .",2.75,3.12,2.88
3358,"i dodged , but he tossed it , and i held the box in front of my face .",2.8,3.1,3.0
3359,"the blade lodged in the wood , its silver point penetrating the velvet and nearly reaching my skin .",2.62,3.5,2.63
3360,my arms shook from the force of his throw .,2.4,3.4,2.5
3361,then he landed heavy beside me and i scrambled to stand .,2.6,3.4,2.8
3362,"his first move pulled out the dagger , almost wrenching my arms from their sockets as i held on to the box , and the second shattered the box with a crushing punch that sent me reeling backwards .",2.5,3.12,2.37
3363,"he wore a jacket of what might have been blue velvet , and his hair gleamed black against his white skin .",3.4,3.2,3.1
3364,"i dropped the splinters and the broken second stake and raised my hammer , ready to drive the ash spike into his heart .",2.75,3.37,3.37
3365,"behind him , i saw nepthys running between the pews .",3.0,2.9,3.2
3366,i braced my legs against the stone floor and he was on me .,3.0,3.63,2.62
3367,i raised the stake ; he drew back the dagger for a slash that could doubtless open my neck from throat to spine .,2.3,3.8,2.3
3368,"the stake went down , there was a blur , and then my hands were empty and i felt pain under my jaw .",2.11,3.33,2.67
3369,"two points of fire opened in my throat for an instant , then all went numb .",2.4,3.2,2.7
3370,"my mind began to dissipate , but then i felt the pain withdraw and a lifeless voice said , this ones blood isnt worth drinking .",2.71,3.29,3.0
3371,this ones blood isnt worth drinking .,2.6,3.1,3.2
3372,hands closed on my neck and i felt my spine crack .,1.9,3.8,2.0
3373,i must have fallen to the floor then .,2.3,3.0,2.4
3374,"i could perceive nepthys sword flashing over me , and i heard steel crack , then bone .",2.38,3.25,2.62
3375,"the blue haze seemed to stop just shy of his pallor , setting off his striking face without illuminating its details , and his wrists flashed white in the darkness .",2.9,3.1,3.0
3376,i thought i heard rachels voice blearily calling for me .,2.75,3.0,3.0
3377,then one set of footsteps began walking toward the altar .,2.9,2.8,2.9
3378,"i was content to let myself drift away , and i had almost forgotten the body lying with broken neck on the cathedrals hard tiles when i felt a warm touch on its cheek .",2.7,3.3,3.1
3379,"a girls voice , soft and almost recognizable , spoke , nathan .",3.1,3.1,3.0
3380,nathan .,3.0,2.63,3.12
3381,i felt my head turn and something in my neck reconnected .,3.2,2.9,3.0
3382,then my eyes opened and amy handed me the hammer and stake .,3.0,3.2,3.0
3383,i stood and turned toward the altar .,3.0,3.0,3.1
3384,the vampire was walking just steps ahead of me .,2.56,3.56,2.89
3385,"i stepped up behind him and raised my hands , which almost seemed to be glowing .",3.3,3.4,3.3
3386,"then the stake came down into his back and one , two , three strikes with the hammer drove it in .",2.3,3.5,2.7
3387,the vampire fell forward and blood began to flow from his mouth .,2.38,3.38,2.62
3388,"behind me , amy was kneeling beside nepthys , whose arm and rib cage were knitting back together like a wooden toy that falls apart when its string is released but draws itself together at a slight tug .",3.0,2.71,3.0
3389,"rachel , her clothes torn and her face drawn , looked like she might cry when she saw me .",2.33,4.0,2.89
3390,i pulled her into my arms and she tried to put hers around me .,3.7,3.8,3.3
3391,"my fuckin hero ,",3.5,3.9,3.2
3392,"my fuckin hero , she whispered .",3.8,3.7,3.6
3393,"the next time i saw them , his mouth was moving .",3.0,2.9,3.0
3394,she nodded and he took her arm .,3.1,2.9,3.1
3395,"i watched them through the crush of dancers as they squeezed along the wall , and the feeling came to me that something was very wrong .",2.4,3.5,2.8
3396,"saturday morning , i woke up and saw that she still hadnt come home .",2.5,3.2,3.0
3397,"i called mitch and our other friends , hoping that shed crashed at one of their houses , but i had no luck .",2.4,3.0,2.8
3398,"a couple of them remembered seeing her leave , but none of them had seen the thin man with her .",3.0,3.0,3.0
3399,"i didnt know how they could miss such exotic features , even in that distorting light .",2.78,2.78,3.11
3400,nathans bylichka,3.0,2.8,3.1
3401,i caught a taxi back to the church .,3.0,2.88,3.25
3402,"it was still a mess , but everything bigger than a soda can had disappeared .",2.6,3.0,3.2
3403,"the church was completely different now : sunlight fell through the stained glass , catching dust that still hung in the air and sending a dry , healthy warmth into the edges of the room , through the stone and the powdery concrete that had been covered last night by flesh and flashing lights .",3.1,2.8,3.0
3404,"standing in the center of the church , i took out my cell phone and called the police .",2.8,3.2,3.1
3405,i need to file a missing persons report .,2.3,2.8,3.0
3406,rachel frieze .,2.82,2.91,3.18
3407,"last night , walking on west 2nd street around maybe eleven or twelve oclock .",3.0,2.86,3.0
3408,"but , sir , this is an unusual situation .",2.7,3.0,3.0
3409,"but if you ever should see a faerie , tell him that you are of the blood of ivan bogatyrivitch and he will not pass you by so quickly . ''",3.1,3.2,3.3
3410,"my girlfriend has disappeared , i dont even know where to start looking , and i need help !",1.57,4.0,2.14
3411,i understand .,3.0,2.71,3.0
3412,the police wouldnt file a report for someone whod been missing overnight .,2.7,3.0,2.7
3413,"walking out of the church , a little gust of cold air caught me by surprise .",2.9,3.1,2.8
3414,a cold front must have hit while i was inside .,2.82,2.91,2.91
3415,"glancing down the street , i realized that i didnt have a friend to drive me home this time , and it was a long walk back to the streets where taxis ran .",2.5,3.1,2.8
3416,"i pulled my t-shirts sleeves down my arms as far as theyd go , but i wasnt ready for cold .",2.9,3.1,3.0
3417,walking didnt build up much heat ; it just moved the air enough to chill me more .,2.75,3.0,3.0
3418,"after id walked about a block , a car rolled up behind me .",2.63,2.75,2.75
3419,"hey , said a male voice , do you need some help ?",3.0,3.3,3.2
3420,i turned around .,3.0,2.9,3.0
3421,"the man looked over forty , and he was driving a car id be afraid to drive on this street .",2.5,3.1,2.7
3422,"its a long way to anywhere worth going ,",2.91,3.09,3.09
3423,he said .,3.0,2.75,3.12
3424,would you like some help ?,3.2,2.9,3.4
3425,"ah , i think im fine , thanks ,",3.44,2.78,3.11
3426,"ah , i think im fine , thanks , i told him , and turned back to the sidewalk .",3.38,3.12,3.0
3427,"as i got older , i shook the tales off with a nod and a `` yes , nana . ''",3.0,2.5,3.1
3428,"really , id like to help .",3.4,3.5,3.3
3429,"please , hop in .",3.2,2.8,3.1
3430,you dont look dressed for this weather .,2.7,2.9,3.2
